ID,CLASSIFIED,SUMMARY
JCR-2279,NUG, Improve reusability of AbstractRepositoryService and AbstractReadableRepositoryService 
JCR-2394,NUG, Add timing information to event delivery 
JCR-519,NUG," Missing support for some ""general"" relations in QueryTreeDump and xpath.QueryFormat "
JCR-1993,NUG," UserManagement: Missing assertion that Principal name isn't """" "
JCR-850,NUG, Promote the classloader component from contrib 
JCR-1118,NUG, Upgrade contrib/bdb-persistence to work w/Jackrabbit 1.3 
JCR-2338,NUG, Tests not executable for already present mixins 
JCR-2731,BUG, LockMethod.getResponseAsLockDiscovery() fails when status==201  
JCR-9,BUG, Version.isSame(Object) not working 
JCR-144,NUG, Path parser does not allow trailing slashes 
JCR-2521,BUG, WorkspaceImporter throws exception 
JCR-1162,NUG, Improve logging in NodeTypeRegistry.persistCustomNodeTypeDefs 
JCR-441,BUG, Session logout doesn't release locks acquired using addLockToken 
JCR-563,BUG, encode/decode 
JCR-156,NUG, Review test cases and cross check with 1.0 specification 
JCR-1116,NUG, Database persistence managers: log database and driver name and version 
JCR-1835,NUG, Database Data Store: support database type 'mssql' 
JCR-782,NUG, TCK: LockTest.testGetLock compares Nodes with equals 
JCR-2952,NUG, PrivilegeHandlerTest fails on Windows 
JCR-760,NUG, Default blob size for mysql ddl too small 
JCR-1379,BUG, AbstractExcerpt uses wrong logger 
JCR-2031,NUG, Improved log message: include path 
JCR-2771,NUG, Simplified Repository URI format for JNDI lookups 
JCR-312,BUG, CompactNodeTypeDefReader adds nt:base as declared supertype even if already extending 
JCR-3025,BUG, NPE in ConsolidatingChangeLog 
JCR-988,NUG, Configure the maven build for IDE project generation for IDEA and Eclipse 
JCR-2863,NUG, Session#importXML can't handle properly uuid collision if user has insufficient permission 
JCR-1453,NUG, Allow access to journal inside ClusterNode 
JCR-2444,BUG, Exception executing SQL2/JQOM with non-admin session 
JCR-2221,NUG," Rename ""Version Managers"" "
JCR-2008,BUG, System search manager uses a SessionItemStateManager 
JCR-1070,NUG, Promotion of SPI from Contrib 
JCR-2544,NUG, spi2dav : list of known issues in the pom.xml 
JCR-721,BUG, Duplicate key in DatabasePersistenceManager 
JCR-909,BUG, checkIfNodeLocked()  in jcr mapping layer  does not behave properly when open scoped locks are used 
JCR-724,NUG, PropertyReadMethodsTest.testIsSame leaks session 
JCR-659,BUG, import of multivalue properties with single value results in incorrect property creation 
JCR-2955,NUG, Use GrowingLRUMap in CachingEntryCollector 
JCR-1932,BUG, Session.getAttributes( ) call always returns an empty array 
JCR-1317,NUG, Add a MBean method to programatically create a new Workspace. 
JCR-1906,NUG, Make observation polling time configurable 
JCR-2207,BUG, XATest error: commit from different thread but same XID must not block 
JCR-490,NUG, TCK: ExportDocViewTest.exportValues fails on empty multivalued property 
JCR-2942,NUG, Move privilege reader/writer to spi-commons and use qualified names 
JCR-1308,NUG, Unnecessary null check in EffectiveNodeType.getApplicableChildNodeDef() 
JCR-805,NUG, Introduce a temprary cache for intermediate query results 
JCR-1183,BUG, JCR2SPI: potential race condition in event listener registration 
JCR-2092,NUG, make spi query code compatible with JCR 2.0 
JCR-2999,BUG, Access control evaluation does not properly cope with XA transactions 
JCR-2909,NUG, EntryCollectorTest failure on certain Java versions 
JCR-1547,NUG, JCR2SPI: remove dependency to state-package within nodetype package 
JCR-264,NUG, TextFilters get called three times within checkin() method 
JCR-2435,NUG, [patch] Fix overly specific casting in core 
JCR-1148,BUG, NullPointerException in ItemState 
JCR-2441,NUG, Jcr2spiRepositoryFactory: make class loading more robust 
JCR-2619,NUG, improved internal representation of DATE values 
JCR-2329,NUG, Build fails on system without X 
JCR-3254,NUG, make max size of CachingEntryCollector's cache configurable 
JCR-2872,BUG, DataStore: changing the modified date fails if the file is open for reading (Windows only) 
JCR-2683,NUG, Provide rename method for nodes 
JCR-2278,NUG, Move NodeTypeStorage to spi-commons and provide default implementation 
JCR-1770,NUG," RFC4918 feature: absolute paths in ""Destination"" and ""If"" headers "
JCR-3,BUG," jcr:mixinTypes property inconsitent, if addMixin() throws exception "
JCR-691,NUG, Let NameException extend RepositoryException 
JCR-710,BUG, NullPointerException in DatabasePersistenceManager and DatabaseFileSystem after a failed reconnection attempt 
JCR-1396,BUG, DateValue.getDate not a copy 
JCR-3109,NUG, Move PersistenceManagerTest from o.a.j.core to o.a.j.core.persistence 
JCR-1076,NUG, Some tests try to add new nodes without specifying the node type 
JCR-101,NUG, misleading contrib/tck-webapp/...RepositoryServlet javadoc 
JCR-1572,BUG, DbDataStore connection does not always reconnect 
JCR-651,NUG, Improve performance for queries with large result sets 
JCR-1471,NUG, Error when registering nodetype with same propdef as supertype 
JCR-615,BUG, JCR2SPI: NPE when parentId returned by NodeInfo.getParentId does not show up in parent's child node list 
JCR-2611,BUG, DefaultHighlighter.java does not encode illegal XML characters 
JCR-3205,BUG, Missing support for lock timeout and ownerHint in jcr-server 
JCR-56,NUG, allow case insensitive searches 
JCR-1056,NUG, JCR2SPI: improve ItemDefinitionProviderImpl.getMatchingPropdef to better handle multiple residuals 
JCR-1046,BUG, Non-versionable children of a versionable node should not be updated when a merge fails 
JCR-1852,BUG, session.exportDocumentView() does not work with jaxb 2.1.x  UnmarshallerHandler 
JCR-943,NUG, SQL Server support in clustering module 
JCR-386,BUG, Query dump failed with deep query tree 
JCR-11,BUG, XMLPersistenceManager incorrectly handles properties 
JCR-1169,NUG, Distribution of commons classes 
JCR-3192,NUG," Javadoc in jackrabbit-jcr-rmi is missing an ending "">""  "
JCR-248,NUG, create configuration on InputStream 
JCR-2050,NUG, Optimize refresh operations  
JCR-3083,NUG, Degrade gracefully when reading invalid date values 
JCR-2313,NUG, Improvements to user management (2) 
JCR-2147,NUG, Remove deprecated classes in jackrabbit-core 
JCR-3098,NUG, Add hit miss statistics and logging to caches 
JCR-176,NUG, JCRTest.java (First Steps example code): to few parameters in session.importXML 
JCR-174,NUG, Contrib JCR-Server: improve handing of strong etags 
JCR-1310,NUG, Webdav: Drop xerces dependency 
JCR-2799,BUG, QPropertyDefinitionImpl.equals() is implemented incorrectly  
JCR-2977,NUG, AccessControlManager#getApplicablePolicy should check for colliding rep:policy node 
JCR-598,BUG, DateValue.equals() relies on Calendar.equals() 
JCR-968,NUG, Add support for tablespaces to Oracle related classes 
JCR-2367,BUG, RepositoryCopier does not copy open-scoped Locks 
JCR-1988,NUG, AbstractRecord does inefficient List.indexOf() 
JCR-276,NUG, SimpleWebdavServlet: avoid 404 for the root collection 
JCR-1759,NUG, Simplify the usage of OCM annotations 
JCR-669,NUG, Move NamespaceMappings/Index from lucene to namespace registry. 
JCR-40,BUG, Node merge method doesnt seems to recurse thru childs of the right source node 
JCR-1010,BUG, Test failures with spi2jcr in AddEventListenerTest 
JCR-2240,NUG, Binary value may leave temp file behind 
JCR-688,NUG, Improve name resolution 
JCR-2926,BUG," DefaultProtectedPropertyImporter masks several fields from parent, causing potential derived classes to not perform correctly "
JCR-3282,NUG, Optimize usage of norms 
JCR-2802,NUG, Deprecate all non-bundle persistence managers 
JCR-2851,NUG, Authentication Mechanism Based on Login Token 
JCR-2203,NUG, Create default repository in target 
JCR-2371,BUG, Core: WEAKREFERENCE properties object have type REFERENCE when being read from the persistent layer 
JCR-1265,BUG, Lower-Case Search-Function works with Upper-Case Searchstring 
JCR-1247,NUG, Add Warnlog on Extraction Failure 
JCR-1704,BUG, Indexing rules inheritance doesn't work 
JCR-1133,BUG, JCR2SPI: VersionHistoryImpl.getQLabels() needs to skip jcr:mixinTypes as well 
JCR-2005,NUG, JCR2SPI: Remove validation check for same-named Node and Property 
JCR-687,BUG, UUID compareTo and hashCode 
JCR-1033,BUG, webapp doesn't compile (use of enum keyword) 
JCR-1994,BUG, ExportSysViewTest fails with: System property org.xml.sax.driver not specified 
JCR-2788,NUG, Provide a JackrabbitNode#setMixins(String[] mixinNames) method 
JCR-2957,NUG, Improve password hashing 
JCR-723,NUG, OpenDocument files missing in mimetypes.properties 
JCR-620,BUG, Workspace.getImportHandler() doesn't handle namespace declarations in document view when they are reported as attributes 
JCR-999,NUG, SPI: provide batch read functionality 
JCR-349,NUG, New node type namespaces should be automatically registered 
JCR-2504,NUG, Allow indexingConfiguration to be loaded from the classpath 
JCR-1049,BUG, DatabaseFileSystem: mysql.ddl works for mysql5 but not mysql 4.1.20 
JCR-2482,NUG, Reduce number of compiler warning by adding @Override and generics where appropriate  
JCR-2739,BUG, RFC4918IfHeaderTest.testPutIfLockToken could fail with 412 Precondition Failed 
JCR-252,NUG, new CachingNamespaceResolver introduces dependency from commons-jackrabbit to commons-collections 
JCR-2137,NUG, Use type StaticOperand for fullTextSearchExpression 
JCR-2585,NUG, spi2davex: unspecific BadRequest error instead of error code matching the RepositoryException 
JCR-3176,BUG, JCARepositoryManager does not close InputStream 
JCR-1144,NUG, Investigate ways to compile the refactored jcr-mapping for Java 1.4 
JCR-2624,NUG, Reduce memory usage of ParentAxisScorer 
JCR-423,BUG, Node.restore() fails for existing non-versioned OPV=Version child nodes 
JCR-665,BUG, RMI: Property.getValue() fails with EOFException after many reads 
JCR-2210,NUG, Move tests that require indexing configuration 
JCR-3108,BUG, SQL2 ISDESCENDANTNODE can throw BooleanQuery#TooManyClauses if there are too many matching child nodes 
JCR-1600,NUG, Remove noLockHack in SharedItemStateManager 
JCR-2574,BUG," Row.getValue(""rep:excerpt(.)"") may throw ArrayIndexOutOfBoundsException "
JCR-1749,BUG, JCRUrlConnection relies on nt:file/nt:resource 
JCR-895,BUG, Registering node type names with spaces fails in clustered environment 
JCR-80,NUG, AbstractQueryTest.evaluateResultOrder() should fail if workspace does not contain enough content 
JCR-564,NUG, Remove geronimo JTA as a runtime dependency 
JCR-1229,NUG, Remove build.xml from jackrabbit-core 
JCR-2628,NUG, registerNodeType is not implemented in the CLI 
JCR-907,NUG, Create HTML excerpt provider 
JCR-2561,BUG, SQL2 query - supplying column selector fails with NPE on getColumnName() 
JCR-978,NUG, Remove circular dependency between VersionManagerImpl and VersionItemStateProvider 
JCR-2688,NUG, Provide utility for handling large number of child nodes/properties 
JCR-1675,NUG, Provide names for constants in QueryConstants 
JCR-742,NUG, Abstract JCR base classes 
JCR-562,BUG, 'OR' in XPath query badly interpreted 
JCR-486,BUG, Removed version is not invalidated 
JCR-2635,NUG, Disable Users 
JCR-1358,BUG, Cluster revision file not closed on repository shutdown. 
JCR-1677,NUG, Allow workspace creation over cluster 
JCR-1153,NUG, remove support for event bundle IDs 
JCR-1380,BUG, CachingHierarchyManager synchronization problem 
JCR-354,NUG, Use a pre-generated version of XPath.jjt 
JCR-2790,NUG, jcr:like on node name 
JCR-1227,BUG, Restore of empty multivalue property always changes property type to String 
JCR-2037,NUG, SPI2DAV: setup automated test execution 
JCR-2250,BUG, Base64 bug - last buffer not flushed 
JCR-1016,NUG, [PATCH] Allow RepositoryAccessServlet to get the Repository from a ServletContext attribute 
JCR-807,NUG, UUIDDocId should check IndexReader using equals() 
JCR-203,NUG, set jcr:encoding when importing files into simple webdav server 
JCR-2562,BUG, spi2davex: uri-lookup not cleared after reordering referenceable same-name-siblings 
JCR-2602,BUG, Removal of first version throws javax.jcr.ReferentialIntegrityException 
JCR-1209,NUG, NodeImpl.checkout() calls save() two times 
JCR-2493,NUG, Unit tests for persistence managers 
JCR-996,NUG, Name and Path interfaces in SPI 
JCR-1493,NUG, Root exception not logged in ClusterNode for ClusterException 
JCR-527,NUG, TCK: DerefQueryLevel1Test requires support for optional jcr:deref function 
JCR-362,BUG, restore sometime throws error about missing tmp files 
JCR-2894,BUG, AbstractLoginModule#logout() : credentials will not be clared as Subject.getPublicCredentials(Class) isn't backed by the subject internal set 
JCR-3011,NUG, Fix incorrect IndexingQueueTest logic 
JCR-745,NUG, TCK: more tests assuming that 'addMixin' immediately taking effect 
JCR-1888,NUG, Add customizable filtering to GQL 
JCR-2006,NUG, References to old repository-1.x.dtd 
JCR-1246,BUG," In DatabasePersistenceManager.store(), if the exception is null or its cause is not an SQLException, then the PM keeps looping forever "
JCR-531,BUG, TCK: OrderByMultiTypeTest doesn't respect nodetype configuration property 
JCR-2753,BUG, Deadlock in DefaultISMLocking 
JCR-2067,NUG, FileDataStore: only open a stream when really necessary 
JCR-2308,NUG, Allow reuse of Q*DefinitionBuilder in QItemDefinitionsBuilder 
JCR-2937,NUG, ACL with glob restrictions does not work on '/' 
JCR-1214,NUG, DocId.UUIDDocId should not have a string attr uuid 
JCR-1482,NUG, Jackrabbit web page scroll is slow with Firefox 
JCR-1665,BUG," In JCAConnectionRequestInfo, equals() and hashCode() implementations are inconsistent "
JCR-974,NUG, Manage Lucene FieldCaches per index segment 
JCR-1395,NUG, Use Commons IO 1.4 
JCR-2472,BUG, spi2dav: Accessing moved referenceble nodes results in PathNotFoundException 
JCR-1369,NUG, indexing-rules should allow wildcards for (global) property names 
JCR-2204,NUG, GQLTest fails occasionally 
JCR-1222,NUG, Index nodes in parallel 
JCR-1406,BUG, Add the org.apache.jackrabbit.rmi.jackrabbit package to the rmic generation  
JCR-1397,NUG, Allow query results with unknown size 
JCR-2475,NUG," Test failures when running ""mvn cobertura:check"" "
JCR-3065,BUG, ConcurrentModificationException in FineGrainedISMLocking 
JCR-2393,BUG, Index migration fails for property names that are prefixes of others 
JCR-1700,NUG, Deprecate NamespaceListener and AbstractNamespaceResolver 
JCR-2719,NUG, Incorrect outer join TCK tests 
JCR-2928,BUG, LuceneQueryFactory should call QueryHits.close() after running a query 
JCR-2164,NUG, Change security configuration from 'simple' to the some reasonable default 
JCR-2355,NUG, Support easy pre-authenticated login 
JCR-3199,NUG, workspace-wide default for lock timeout 
JCR-411,BUG, Binding repository to a nameserver with RegistryHelper causes failure on lookup. 
